SNOMED;Diagnóstico;Topografia;DesProcedimento;CID_Preditos;Metodo_Utilizado;Status_Regra;CID;Descrição CID;Classificação Final (2025)
M-85853;Thymoma, epithelial;timo;Não informado;Nenhum_CID_encontrado;REGRA;Tumores de Pulmão e Tórax;C37;Neoplasia maligna da glândula timo;CR Tumores do Pulmão e Tórax
M-85803;Thymoma, intrapulmonary;timo;Não informado;Nenhum_CID_encontrado;REGRA;Tumores de Pulmão e Tórax;C37;Neoplasia maligna da glândula timo;CR Tumores do Pulmão e Tórax
M-85833;Thymoma, lymphocyte-rich;timo;Não informado;Nenhum_CID_encontrado;REGRA;Tumores de Pulmão e Tórax;C37;Neoplasia maligna da glândula timo;CR Tumores do Pulmão e Tórax
M-85833;Thymoma, lymphocytic;timo.;Não informado;Nenhum_CID_encontrado;REGRA;Tumores de Pulmão e Tórax;C37;Neoplasia maligna da glândula timo;CR Tumores do Pulmão e Tórax
M-85813;Thymoma, medullary;Timo;Não informado;Nenhum_CID_encontrado;REGRA;Tumores de Pulmão e Tórax;C37;Neoplasia maligna da glândula timo;CR Tumores do Pulmão e Tórax
M-85803;Thymoma, metaplastic;Timo;Não informado;Nenhum_CID_encontrado;REGRA;Tumores de Pulmão e Tórax;C37;Neoplasia maligna da glândula timo;CR Tumores do Pulmão e Tórax
M-85823;Thymoma, mixed type;Timo;Não informado;Nenhum_CID_encontrado;REGRA;Tumores de Pulmão e Tórax;C37;Neoplasia maligna da glândula timo;CR Tumores do Pulmão e Tórax
M-85803;Thymoma, NOS;timo;Não informado;Nenhum_CID_encontrado;REGRA;Tumores de Pulmão e Tórax;C37;Neoplasia maligna da glândula timo;CR Tumores do Pulmão e Tórax
M-85833;Thymoma, organoid;Nenhuma_topografia_encontrada;Não informado;Nenhum_CID_encontrado;RAG;INDET;;;
M-85833;Thymoma, predominantly cortical;timo.;Não informado;Nenhum_CID_encontrado;REGRA;Tumores de Pulmão e Tórax;C37;Neoplasia maligna da glândula timo;CR Tumores do Pulmão e Tórax
M-85803;Thymoma, sclerosing;timo;Não informado;Nenhum_CID_encontrado;REGRA;Tumores de Pulmão e Tórax;C37;Neoplasia maligna da glândula timo;CR Tumores do Pulmão e Tórax
M-85813;Thymoma, spindle cell;Timo;Não informado;Nenhum_CID_encontrado;REGRA;Tumores de Pulmão e Tórax;C37;Neoplasia maligna da glândula timo;CR Tumores do Pulmão e Tórax
M-85853;Thymoma, squamoid;timo_maligno;Não informado;Nenhum_CID_encontrado;REGRA;Tumores de Pulmão e Tórax;C37;Neoplasia maligna da glândula timo;CR Tumores do Pulmão e Tórax
M-85813;Thymoma, Type A;timo.;Não informado;Nenhum_CID_encontrado;REGRA;Tumores de Pulmão e Tórax;C37;Neoplasia maligna da glândula timo;CR Tumores do Pulmão e Tórax
M-85823;Thymoma, Type AB;timo_benigno;Não informado;Nenhum_CID_encontrado;REGRA;Tumores de Pulmão e Tórax;;;
M-85833;Thymoma, Type B1;timo_benigno;Não informado;Nenhum_CID_encontrado;REGRA;Tumores de Pulmão e Tórax;;;
M-85843;Thymoma, Type B2;timo_maligno;Não informado;Nenhum_CID_encontrado;REGRA;Tumores de Pulmão e Tórax;C37;Neoplasia maligna da glândula timo;CR Tumores do Pulmão e Tórax
M-85853;Thymoma, Type B3;timo_maligno;Não informado;Nenhum_CID_encontrado;REGRA;Tumores de Pulmão e Tórax;C37;Neoplasia maligna da glândula timo;CR Tumores do Pulmão e Tórax
M-85863;Thymoma, Type C;Timo.;Não informado;Nenhum_CID_encontrado;REGRA;Tumores de Pulmão e Tórax;C37;Neoplasia maligna da glândula timo;CR Tumores do Pulmão e Tórax
M-98981;Transient abnormal myelopoiesis related to Down syndrome;Nenhuma_topografia_encontrada;Não informado;Nenhum_CID_encontrado;RAG;INDET;;;
M-81203;Transitional cell carcinoma;ureter;Não informado;Nenhum_CID_encontrado;REGRA;Tumores Urológicos;C659;;
M-81203;Transitional cell carcinoma;uretra;Não informado;Nenhum_CID_encontrado;REGRA;Tumores Urológicos;C679;Neoplasia maligna da bexiga, sem outra especificações;CR Tumores Urológicos
M-81203;Transitional cell carcinoma;rim;Não informado;Nenhum_CID_encontrado;REGRA;Tumores Urológicos;C64;Neoplasia maligna do rim, exceto pelve renal;CR Tumores Urológicos
M-81203;Transitional cell carcinoma;bexiga;Não informado;Nenhum_CID_encontrado;REGRA;Tumores Urológicos;C67;Neoplasia maligna da bexiga;CR Tumores Urológicos
M-81203;Transitional cell carcinoma;bexiga;Não informado;Nenhum_CID_encontrado;REGRA;Tumores Urológicos;C670;Neoplasia maligna do trígono da bexiga;CR Tumores Urológicos
M-81203;Transitional cell carcinoma;bexiga;Não informado;Nenhum_CID_encontrado;REGRA;Tumores Urológicos;C671;Neoplasia maligna da cúpula da bexiga;CR Tumores Urológicos
M-81203;Transitional cell carcinoma;bexiga;Não informado;Nenhum_CID_encontrado;REGRA;Tumores Urológicos;C672;Neoplasia maligna da parede lateral da bexiga;CR Tumores Urológicos
M-81203;Transitional cell carcinoma;bexiga;Não informado;Nenhum_CID_encontrado;REGRA;Tumores Urológicos;C673;Neoplasia maligna da parede anterior da bexiga;CR Tumores Urológicos
M-81203;Transitional cell carcinoma;bexiga;Não informado;Nenhum_CID_encontrado;REGRA;Tumores Urológicos;C674;Neoplasia maligna da parede posterior da bexiga;CR Tumores Urológicos
M-81203;Transitional cell carcinoma;bexiga;Não informado;Nenhum_CID_encontrado;REGRA;Tumores Urológicos;C675;Neoplasia maligna do colo da bexiga;CR Tumores Urológicos
M-81203;Transitional cell carcinoma;bexiga;Não informado;Nenhum_CID_encontrado;REGRA;Tumores Urológicos;C676;Neoplasia maligna do orifício uretérico;CR Tumores Urológicos
M-81203;Transitional cell carcinoma;bexiga;Não informado;Nenhum_CID_encontrado;REGRA;Tumores Urológicos;C677;Neoplasia maligna do úraco;CR Tumores Urológicos
M-81203;Transitional cell carcinoma;bexiga;Não informado;Nenhum_CID_encontrado;REGRA;Tumores Urológicos;C678;Neoplasia maligna da bexiga com lesão invasiva;CR Tumores Urológicos
M-81203;Transitional cell carcinoma;bexiga;Não informado;Nenhum_CID_encontrado;REGRA;Tumores Urológicos;C679;Neoplasia maligna da bexiga, sem outra especificações;CR Tumores Urológicos
M-73260;Transitional cell metaplasia;Nenhuma_topografia_encontrada;Não informado;Nenhum_CID_encontrado;REGRA;BENIGNO;;;
M-95370;Transitional meningioma;Tumor cerebral;Não informado;Nenhum_CID_encontrado;REGRA;BENIGNO;C71;Neoplasia maligna do encéfalo;CR Tumores do Sistema Nervoso Central
M-81023;Trichilemmocarcinoma;Nenhuma_topografia_encontrada;Não informado;Nenhum_CID_encontrado;RAG;INDET;;;
M-81020;Trichilemmoma;Nenhuma_topografia_encontrada;Não informado;Nenhum_CID_encontrado;REGRA;BENIGNO;;;
M-81000;Trichoblastoma;Nenhuma_topografia_encontrada;Não informado;Nenhum_CID_encontrado;REGRA;BENIGNO;;;
M-83910;Trichodiscoma;Nenhuma_topografia_encontrada;Não informado;Nenhum_CID_encontrado;REGRA;BENIGNO;;;
M-81000;Trichoepithelioma;topografia: pele;Não informado;Nenhum_CID_encontrado;REGRA;BENIGNO;D23;Outras neoplasias malignas de pele;CR Tumores Cutâneos
M-81010;Trichofolliculoma;Nenhuma_topografia_encontrada;Não informado;Nenhum_CID_encontrado;REGRA;BENIGNO;;;
M-95610;Triton tumour, Benign;Nenhuma_topografia_encontrada;Não informado;Nenhum_CID_encontrado;REGRA;BENIGNO;;;
M-95613;Triton tumour, Malignant;lipossarcoma;Não informado;Nenhum_CID_encontrado;REGRA;Tumores do Sistema Nervoso Central;;;
M-95613;Triton tumour, Malignant;tumor maligno da bainha neural;Não informado;Nenhum_CID_encontrado;REGRA;Tumores do Sistema Nervoso Central;C47;Neoplasia maligna dos nervos periféricos e do sistema nervoso autônomo;CR Tumores do Sistema Nervoso Central
M-95613;Triton tumour, Malignant;leiomiossarcoma;Não informado;Nenhum_CID_encontrado;REGRA;Tumores do Sistema Nervoso Central;;;
M-95613;Triton tumour, Malignant;tumor maligno da bainha do nervo;Não informado;Nenhum_CID_encontrado;REGRA;Tumores do Sistema Nervoso Central;C47;Neoplasia maligna dos nervos periféricos e do sistema nervoso autônomo;CR Tumores do Sistema Nervoso Central
M-91053;Trophoblastic tumour, epithelioid;Muitas_topografias_possiveis;Não informado;Nenhum_CID_encontrado;RAG;INDET;;;
M-91041;Trophoblastic tumour, placental site;Muitas_topografias_possiveis;Não informado;Nenhum_CID_encontrado;RAG;INDET;;;
M-82720;TSH producing adenoma;glândula pituitária;Não informado;Nenhum_CID_encontrado;REGRA;BENIGNO;C75;Neoplasia maligna de outras glândulas endócrinas e de estruturas relacionadas;CR Tumores da Cabeça e Pescoço
M-82720;TSH producing adenoma;glândula pituitária;Não informado;Nenhum_CID_encontrado;REGRA;BENIGNO;C751;Neoplasia maligna da glândula hipófise (pituitária);CR Tumores da Cabeça e Pescoço
M-41610;Tubo-ovarian abscess;Nenhuma_topografia_encontrada;Não informado;Nenhum_CID_encontrado;REGRA;BENIGNO;;;
M-82113;Tubular adenocarcinoma;mama;Não informado;Nenhum_CID_encontrado;REGRA;Tumores de Mama;C50;Neoplasia maligna da mama;CR Tumores da Mama
M-82110;Tubular adenoma;mama;Não informado;Nenhum_CID_encontrado;REGRA;BENIGNO;D051;Carcinoma intraductal in situ;CR Tumores da Mama
M-82100;Tubular adenoma / adenomatous polyp;topografia: intestino_delgado_ampula;Não informado;Nenhum_CID_encontrado;REGRA;BENIGNO;D131;Neoplasia benigna do estômago;CR Tumores do Aparelho Digestivo Alto
M-82453;Tubular carcinoid;pulmao_neuroendocrino;Não informado;Nenhum_CID_encontrado;REGRA;Tumores de Pulmão e Tórax;C34;Neoplasia maligna do brônquio e do pulmão;CR Tumores do Pulmão e Tórax
M-83163;Tubulocystic renal cell carcinoma;rim;Não informado;Nenhum_CID_encontrado;REGRA;Tumores Urológicos;C64;Neoplasia maligna do rim, exceto pelve renal;CR Tumores Urológicos
M-85243;Tubulolobular carcinoma;mama;Não informado;Nenhum_CID_encontrado;REGRA;Tumores de Mama;C50;Neoplasia maligna da mama;CR Tumores da Mama
M-82630;Tubulopapillary adenoma;pulmao_benigno;Não informado;Nenhum_CID_encontrado;REGRA;BENIGNO;;;
M-85600;Tubulosquamous polyp;Nenhuma_topografia_encontrada;Não informado;Nenhum_CID_encontrado;REGRA;BENIGNO;;;
M-82630;Tubulovillous adenoma;intestino_delgado_ampula;Não informado;Nenhum_CID_encontrado;REGRA;BENIGNO;;;
M-91610;Tufted angioma;hemangioma;Não informado;Nenhum_CID_encontrado;REGRA;BENIGNO;D180;Hemangioma de qualquer localização;CR Tumores Pediátricos
M-90633;Tumour, spermatocytic;Muitas_topografias_possiveis;Não informado;Nenhum_CID_encontrado;RAG;INDET;;;
M-82720;Typical adenoma;pulmao_benigno;Não informado;Nenhum_CID_encontrado;REGRA;BENIGNO;;;
M-82403;Typical carcinoid;pulmao_neuroendocrino;Não informado;Nenhum_CID_encontrado;REGRA;Tumores de Pulmão e Tórax;C34;Neoplasia maligna do brônquio e do pulmão;CR Tumores do Pulmão e Tórax
M-80203;Undifferentiated (anaplastic) carcinoma;Nenhuma_topografia_encontrada;Não informado;Nenhum_CID_encontrado;RAG;INDET;;;
M-80203;Undifferentiated carcinoma;tecido hematolinfático;Não informado;Nenhum_CID_encontrado;RAG;INDET;;;
M-80353;Undifferentiated carcinoma with osteoclast-like (stromal) giant cells;tecido_conjuntivo;Não informado;Nenhum_CID_encontrado;REGRA;Sarcomas e Tumores Ósseos;C49;Neoplasia Maligna do Tecido Conjuntivo e de Outros Tecidos Moles;CR Sarcomas e Tumores Ósseos
M-88043;Undifferentiated epithelioid sarcoma;Muitas_topografias_possiveis;Não informado;Nenhum_CID_encontrado;REGRA;Sarcomas e tumores ósseos;;;
M-88023;Undifferentiated pleomorphic sarcoma (except for bone);Muitas_topografias_possiveis;Não informado;Nenhum_CID_encontrado;REGRA;Sarcomas e tumores ósseos;;;
M-88033;Undifferentiated round cell sarcoma;Muitas_topografias_possiveis;Não informado;Nenhum_CID_encontrado;REGRA;Sarcomas e tumores ósseos;;;
M-88053;Undifferentiated sarcoma;Muitas_topografias_possiveis;Não informado;Nenhum_CID_encontrado;REGRA;Sarcomas e tumores ósseos;;;
M-88013;Undifferentiated spindle cell sarcoma;Muitas_topografias_possiveis;Não informado;Nenhum_CID_encontrado;REGRA;Sarcomas e tumores ósseos;;;
M-81202;Urothelial carcinoma in situ (non-papillary);uretra;Não informado;Nenhum_CID_encontrado;REGRA;IN SITU;C68;Neoplasia maligna de outros órgãos urinários e dos não especificados;CR Tumores Urológicos
M-81202;Urothelial carcinoma in situ (non-papillary);uretra bulbar;Não informado;Nenhum_CID_encontrado;REGRA;IN SITU;;;
M-81202;Urothelial carcinoma in situ (non-papillary);uretra peniana fossa uretral fossa ure;Não informado;Nenhum_CID_encontrado;REGRA;IN SITU;;;
M-81202;Urothelial carcinoma in situ (non-papillary);pelve renal;Não informado;Nenhum_CID_encontrado;REGRA;IN SITU;C679;Neoplasia maligna da bexiga, sem outra especificações;CR Tumores Urológicos
M-81202;Urothelial carcinoma in situ (non-papillary);uretra peniana fossa uretral fossa uretral fossa uretral fossa uretral bulbosa;Não informado;Nenhum_CID_encontrado;REGRA;IN SITU;C68;Neoplasia maligna de outros órgãos urinários e dos não especificados;CR Tumores Urológicos
M-81202;Urothelial carcinoma in situ (non-papillary);uretra peniana fossa uretral esponjosa;Não informado;Nenhum_CID_encontrado;REGRA;IN SITU;C68;Neoplasia maligna de outros órgãos urinários e dos não especificados;CR Tumores Urológicos
M-81202;Urothelial carcinoma in situ (non-papillary);uretra peniana fossa uretral glandular;Não informado;Nenhum_CID_encontrado;REGRA;IN SITU;C68;Neoplasia maligna de outros órgãos urinários e dos não especificados;CR Tumores Urológicos
M-81202;Urothelial carcinoma in situ (non-papillary);bexiga;Não informado;Nenhum_CID_encontrado;REGRA;IN SITU;D09;Carcinoma in situ de outras localizações e das não especificadas;Não vinculado
M-81202;Urothelial carcinoma in situ (non-papillary);uretra peniana fossa uretral anterior;Não informado;Nenhum_CID_encontrado;REGRA;IN SITU;C68;Neoplasia maligna de outros órgãos urinários e dos não especificados;CR Tumores Urológicos
M-81202;Urothelial carcinoma in situ (non-papillary);uretra peniana fossa navicular;Não informado;Nenhum_CID_encontrado;REGRA;IN SITU;C68;Neoplasia maligna de outros órgãos urinários e dos não especificados;CR Tumores Urológicos
M-81202;Urothelial carcinoma in situ (non-papillary);uretra peniana fossa uretral fossa uretral fossa uretral esponjosa;Não informado;Nenhum_CID_encontrado;REGRA;IN SITU;C68;Neoplasia maligna de outros órgãos urinários e dos não especificados;CR Tumores Urológicos
M-81202;Urothelial carcinoma in situ (non-papillary);uretra peniana fossa uretral fossa uretral;Não informado;Nenhum_CID_encontrado;REGRA;IN SITU;C68;Neoplasia maligna de outros órgãos urinários e dos não especificados;CR Tumores Urológicos
M-81202;Urothelial carcinoma in situ (non-papillary);uretra peniana fossa uretral fossa uretral fossa uretral fossa uretral fossa uretral;Não informado;Nenhum_CID_encontrado;REGRA;IN SITU;C68;Neoplasia maligna de outros órgãos urinários e dos não especificados;CR Tumores Urológicos
M-81202;Urothelial carcinoma in situ (non-papillary);uretra peniana fossa uretral fossa uretral fossa uretral fossa uretral fossa uretral anterior;Não informado;Nenhum_CID_encontrado;REGRA;IN SITU;;;
M-81202;Urothelial carcinoma in situ (non-papillary);uretra peniana fossa bulbosa;Não informado;Nenhum_CID_encontrado;REGRA;IN SITU;C68;Neoplasia maligna de outros órgãos urinários e dos não especificados;CR Tumores Urológicos
M-81202;Urothelial carcinoma in situ (non-papillary);uretra peniana fossa uretral fossa uretral membranosa;Não informado;Nenhum_CID_encontrado;REGRA;IN SITU;C68;Neoplasia maligna de outros órgãos urinários e dos não especificados;CR Tumores Urológicos
M-81202;Urothelial carcinoma in situ (non-papillary);uretra peniana membranosa;Não informado;Nenhum_CID_encontrado;REGRA;IN SITU;C68;Neoplasia maligna de outros órgãos urinários e dos não especificados;CR Tumores Urológicos
M-81202;Urothelial carcinoma in situ (non-papillary);uretra peniana fossa uretral fossa uretral fossa uretral fossa uretral anterior;Não informado;Nenhum_CID_encontrado;REGRA;IN SITU;C68;Neoplasia maligna de outros órgãos urinários e dos não especificados;CR Tumores Urológicos
M-81202;Urothelial carcinoma in situ (non-papillary);uretra peniana fossa uretral fossa uretral fossa uretral bulbosa;Não informado;Nenhum_CID_encontrado;REGRA;IN SITU;C68;Neoplasia maligna de outros órgãos urinários e dos não especificados;CR Tumores Urológicos
M-81202;Urothelial carcinoma in situ (non-papillary);uretra peniana fossa uretral fossa uretral fossa uretral glandular;Não informado;Nenhum_CID_encontrado;REGRA;IN SITU;;;
M-81202;Urothelial carcinoma in situ (non-papillary);uretra peniana cavernosa;Não informado;Nenhum_CID_encontrado;REGRA;IN SITU;;;
M-81202;Urothelial carcinoma in situ (non-papillary);uretra peniana bulbosa;Não informado;Nenhum_CID_encontrado;REGRA;IN SITU;C68;Neoplasia maligna de outros órgãos urinários e dos não especificados;CR Tumores Urológicos
M-81202;Urothelial carcinoma in situ (non-papillary);uretra peniana fossa uretral fossa uretral fossa uretral fossa uretral fossa uretral membranosa;Não informado;Nenhum_CID_encontrado;REGRA;IN SITU;;;
M-81202;Urothelial carcinoma in situ (non-papillary);uretra peniana posterior;Não informado;Nenhum_CID_encontrado;REGRA;IN SITU;C68;Neoplasia maligna de outros órgãos urinários e dos não especificados;CR Tumores Urológicos
M-81202;Urothelial carcinoma in situ (non-papillary);uretra peniana fossa uretral fossa uretral fossa uretral fossa uretral fossa uretral posterior;Não informado;Nenhum_CID_encontrado;REGRA;IN SITU;;;
M-81202;Urothelial carcinoma in situ (non-papillary);uretra peniana fossa uretral fossa uretral fossa uretral fossa uretral cavernosa;Não informado;Nenhum_CID_encontrado;REGRA;IN SITU;;;
M-81202;Urothelial carcinoma in situ (non-papillary);uretra peniana fossa uretral fossa uretral posterior;Não informado;Nenhum_CID_encontrado;REGRA;IN SITU;C68;Neoplasia maligna de outros órgãos urinários e dos não especificados;CR Tumores Urológicos
M-81202;Urothelial carcinoma in situ (non-papillary);uretra peniana fossa esponjosa;Não informado;Nenhum_CID_encontrado;REGRA;IN SITU;C68;Neoplasia maligna de outros órgãos urinários e dos não especificados;CR Tumores Urológicos
M-81202;Urothelial carcinoma in situ (non-papillary);uretra peniana;Não informado;Nenhum_CID_encontrado;REGRA;IN SITU;;;
M-81202;Urothelial carcinoma in situ (non-papillary);rim;Não informado;Nenhum_CID_encontrado;REGRA;IN SITU;C679;Neoplasia maligna da bexiga, sem outra especificações;CR Tumores Urológicos
M-81202;Urothelial carcinoma in situ (non-papillary);uretra peniana fossa uretral membranosa;Não informado;Nenhum_CID_encontrado;REGRA;IN SITU;;;
M-81202;Urothelial carcinoma in situ (non-papillary);uretra peniana fossa uretral fossa uretral fossa uretral;Não informado;Nenhum_CID_encontrado;REGRA;IN SITU;C68;Neoplasia maligna de outros órgãos urinários e dos não especificados;CR Tumores Urológicos
M-81202;Urothelial carcinoma in situ (non-papillary);ureteres;Não informado;Nenhum_CID_encontrado;REGRA;IN SITU;C68;Neoplasia maligna de outros órgãos urinários e dos não especificados;CR Tumores Urológicos
M-81202;Urothelial carcinoma in situ (non-papillary);uretra peniana fossa uretral fossa uretral fossa uretral fossa navicular;Não informado;Nenhum_CID_encontrado;REGRA;IN SITU;;;
M-81202;Urothelial carcinoma in situ (non-papillary);uretra peniana fossa uretral cavernosa;Não informado;Nenhum_CID_encontrado;REGRA;IN SITU;C68;Neoplasia maligna de outros órgãos urinários e dos não especificados;CR Tumores Urológicos
M-81202;Urothelial carcinoma in situ (non-papillary);uretra peniana fossa uretral fossa uretral cavernosa;Não informado;Nenhum_CID_encontrado;REGRA;IN SITU;;;
M-81202;Urothelial carcinoma in situ (non-papillary);uretra peniana fossa uretral fossa uretral fossa uretral fossa uretral;Não informado;Nenhum_CID_encontrado;REGRA;IN SITU;;;
M-81202;Urothelial carcinoma in situ (non-papillary);uretra peniana fossa uretral fossa navicular;Não informado;Nenhum_CID_encontrado;REGRA;IN SITU;C68;Neoplasia maligna de outros órgãos urinários e dos não especificados;CR Tumores Urológicos
M-81202;Urothelial carcinoma in situ (non-papillary);uretra peniana fossa uretral fossa uretral anterior;Não informado;Nenhum_CID_encontrado;REGRA;IN SITU;C68;Neoplasia maligna de outros órgãos urinários e dos não especificados;CR Tumores Urológicos
M-81202;Urothelial carcinoma in situ (non-papillary);uretra peniana anterior;Não informado;Nenhum_CID_encontrado;REGRA;IN SITU;;;
M-81202;Urothelial carcinoma in situ (non-papillary);uretra peniana fossa uretral fossa uretral fossa uretral anterior;Não informado;Nenhum_CID_encontrado;REGRA;IN SITU;C68;Neoplasia maligna de outros órgãos urinários e dos não especificados;CR Tumores Urológicos
M-81202;Urothelial carcinoma in situ (non-papillary);uretra peniana fossa uretral fossa uretral fossa uretral posterior;Não informado;Nenhum_CID_encontrado;REGRA;IN SITU;C68;Neoplasia maligna de outros órgãos urinários e dos não especificados;CR Tumores Urológicos
M-81202;Urothelial carcinoma in situ (non-papillary);uretra fossa navicular;Não informado;Nenhum_CID_encontrado;REGRA;IN SITU;C68;Neoplasia maligna de outros órgãos urinários e dos não especificados;CR Tumores Urológicos
M-81202;Urothelial carcinoma in situ (non-papillary);uretra peniana fossa uretral fossa uretral glandular;Não informado;Nenhum_CID_encontrado;REGRA;IN SITU;;;
M-81202;Urothelial carcinoma in situ (non-papillary);uretra peniana fossa uretral fossa uretral esponjosa;Não informado;Nenhum_CID_encontrado;REGRA;IN SITU;C68;Neoplasia maligna de outros órgãos urinários e dos não especificados;CR Tumores Urológicos
M-81202;Urothelial carcinoma in situ (non-papillary);uretra prostatica;Não informado;Nenhum_CID_encontrado;REGRA;IN SITU;;;
M-81202;Urothelial carcinoma in situ (non-papillary);uretra peniana fossa fossa navicular;Não informado;Nenhum_CID_encontrado;REGRA;IN SITU;C68;Neoplasia maligna de outros órgãos urinários e dos não especificados;CR Tumores Urológicos
M-81202;Urothelial carcinoma in situ (non-papillary);uretra peniana fossa glandular;Não informado;Nenhum_CID_encontrado;REGRA;IN SITU;;;
M-81202;Urothelial carcinoma in situ (non-papillary);uretra peniana fossa uretral fossa uretral fossa uretral fossa uretral fossa navicular;Não informado;Nenhum_CID_encontrado;REGRA;IN SITU;C68;Neoplasia maligna de outros órgãos urinários e dos não especificados;CR Tumores Urológicos
M-81202;Urothelial carcinoma in situ (non-papillary);uretra peniana fossa uretral;Não informado;Nenhum_CID_encontrado;REGRA;IN SITU;C68;Neoplasia maligna de outros órgãos urinários e dos não especificados;CR Tumores Urológicos
M-81202;Urothelial carcinoma in situ (non-papillary);uretra peniana fossa uretral fossa uretral fossa navicular;Não informado;Nenhum_CID_encontrado;REGRA;IN SITU;C68;Neoplasia maligna de outros órgãos urinários e dos não especificados;CR Tumores Urológicos
M-81202;Urothelial carcinoma in situ (non-papillary);uretra peniana fossa uretral fossa uretral fossa uretral fossa uretral esponjosa;Não informado;Nenhum_CID_encontrado;REGRA;IN SITU;C68;Neoplasia maligna de outros órgãos urinários e dos não especificados;CR Tumores Urológicos
M-81202;Urothelial carcinoma in situ (non-papillary);uretra peniana esponjosa;Não informado;Nenhum_CID_encontrado;REGRA;IN SITU;C68;Neoplasia maligna de outros órgãos urinários e dos não especificados;CR Tumores Urológicos
M-81202;Urothelial carcinoma in situ (non-papillary);uretra peniana fossa uretral fossa uretral fossa uretral fossa uretral glandular;Não informado;Nenhum_CID_encontrado;REGRA;IN SITU;;;
M-81202;Urothelial carcinoma in situ (non-papillary);uretra peniana fossa uretral fossa uretral fossa uretral fossa uretral posterior;Não informado;Nenhum_CID_encontrado;REGRA;IN SITU;C68;Neoplasia maligna de outros órgãos urinários e dos não especificados;CR Tumores Urológicos
M-81202;Urothelial carcinoma in situ (non-papillary);uretra peniana fossa uretral fossa uretral fossa uretral cavernosa;Não informado;Nenhum_CID_encontrado;REGRA;IN SITU;;;
M-81202;Urothelial carcinoma in situ (non-papillary);uretra peniana fossa uretral fossa uretral fossa uretral membranosa;Não informado;Nenhum_CID_encontrado;REGRA;IN SITU;C68;Neoplasia maligna de outros órgãos urinários e dos não especificados;CR Tumores Urológicos
M-81202;Urothelial carcinoma in situ (non-papillary);uretra peniana fossa uretral fossa uretral bulbosa;Não informado;Nenhum_CID_encontrado;REGRA;IN SITU;C68;Neoplasia maligna de outros órgãos urinários e dos não especificados;CR Tumores Urológicos
M-81202;Urothelial carcinoma in situ (non-papillary);uretra peniana fossa uretral bulbosa;Não informado;Nenhum_CID_encontrado;REGRA;IN SITU;C68;Neoplasia maligna de outros órgãos urinários e dos não especificados;CR Tumores Urológicos
M-81202;Urothelial carcinoma in situ (non-papillary);uretra peniana fossa uretral posterior;Não informado;Nenhum_CID_encontrado;REGRA;IN SITU;C68;Neoplasia maligna de outros órgãos urinários e dos não especificados;CR Tumores Urológicos
M-81202;Urothelial carcinoma in situ (non-papillary);uretra peniana fossa uretral fossa uretral fossa uretral fossa uretral membranosa;Não informado;Nenhum_CID_encontrado;REGRA;IN SITU;;;
M-81202;Urothelial carcinoma in situ (non-papillary);ureter;Não informado;Nenhum_CID_encontrado;REGRA;IN SITU;C68;Neoplasia maligna de outros órgãos urinários e dos não especificados;CR Tumores Urológicos
M-81202;Urothelial carcinoma in situ (non-papillary);uretra membranosa;Não informado;Nenhum_CID_encontrado;REGRA;IN SITU;C68;Neoplasia maligna de outros órgãos urinários e dos não especificados;CR Tumores Urológicos
M-81202;Urothelial carcinoma in situ (non-papillary);uretra peniana fossa cavernosa;Não informado;Nenhum_CID_encontrado;REGRA;IN SITU;C68;Neoplasia maligna de outros órgãos urinários e dos não especificados;CR Tumores Urológicos
M-81202;Urothelial carcinoma in situ (non-papillary);uretra peniana glandular;Não informado;Nenhum_CID_encontrado;REGRA;IN SITU;;;
M-81302;Urothelial carcinoma, non-invasive papillary, high grade;bexiga;Não informado;Nenhum_CID_encontrado;REGRA;IN SITU;C67;Neoplasia maligna da bexiga;CR Tumores Urológicos
M-81302;Urothelial carcinoma, non-invasive papillary, high grade;bexiga;Não informado;Nenhum_CID_encontrado;REGRA;IN SITU;C670;Neoplasia maligna do trígono da bexiga;CR Tumores Urológicos
M-81302;Urothelial carcinoma, non-invasive papillary, high grade;bexiga;Não informado;Nenhum_CID_encontrado;REGRA;IN SITU;C671;Neoplasia maligna da cúpula da bexiga;CR Tumores Urológicos
M-81302;Urothelial carcinoma, non-invasive papillary, high grade;bexiga;Não informado;Nenhum_CID_encontrado;REGRA;IN SITU;C672;Neoplasia maligna da parede lateral da bexiga;CR Tumores Urológicos
M-81302;Urothelial carcinoma, non-invasive papillary, high grade;bexiga;Não informado;Nenhum_CID_encontrado;REGRA;IN SITU;C673;Neoplasia maligna da parede anterior da bexiga;CR Tumores Urológicos
M-81302;Urothelial carcinoma, non-invasive papillary, high grade;bexiga;Não informado;Nenhum_CID_encontrado;REGRA;IN SITU;C674;Neoplasia maligna da parede posterior da bexiga;CR Tumores Urológicos
M-81302;Urothelial carcinoma, non-invasive papillary, high grade;bexiga;Não informado;Nenhum_CID_encontrado;REGRA;IN SITU;C675;Neoplasia maligna do colo da bexiga;CR Tumores Urológicos
M-81302;Urothelial carcinoma, non-invasive papillary, high grade;bexiga;Não informado;Nenhum_CID_encontrado;REGRA;IN SITU;C676;Neoplasia maligna do orifício uretérico;CR Tumores Urológicos
M-81302;Urothelial carcinoma, non-invasive papillary, high grade;bexiga;Não informado;Nenhum_CID_encontrado;REGRA;IN SITU;C677;Neoplasia maligna do úraco;CR Tumores Urológicos
