SNOMED;Diagnóstico;
M-75660;Peutz-Jeghers polyp;
M-87003;Phaeochromocytoma;
M-89903;Phosphaturic mesenchymal tumour, Malignant;
M-89900;Phosphaturic mesenchymal tumour, NOS;
M-90200;Phyllodes tumour, Benign;
M-90201;Phyllodes tumour, Borderline;
M-90201;Phyllodes tumour, Borderline;
M-90203;Phyllodes tumour, Malignant;
M-90201;Phyllodes tumour, NOS;
M-88333;Pigmented dermatofibrosarcoma protuberans (Bednar tumour);
M-87700;Pigmented spindle cell naevus (Reed);
M-94211;Pilocytic astrocytoma;
M-88900;Piloleiomyoma;
M-81103;Pilomatrical carcinoma;
M-81100;Pilomatricoma;
M-94253;Pilomyxoid astrocytoma;
M-94253;Pilomyxoid astrocytoma;
M-81480;PIN 1 (Prostatic intraepithelial glandular neoplasia, Low grade (PIN 1, LGPIN));
M-81482;PIN 2 (Prostatic intraepithelial glandular neoplasia, High grade (PIN 2, PIN 3, HGPIN));
M-81482;PIN 3 (Prostatic intraepithelial glandular neoplasia, High grade (PIN 2, PIN 3, HGPIN));
M-93400;Pindborg tumour;
M-93623;Pineal parenchymal tumour of intermediate differentiation;
M-93623;Pineoblastoma;
M-93611;Pineocytoma;
M-94321;Pituicytoma;
M-82723;Pituitary carcinoma;
M-91041;Placental site trophoblastic tumour;
M-88240;Plaque-like dermal fibromatosis;
M-97333;Plasma cell leukaemia;
M-97323;Plasma cell myeloma;
M-97323;Plasma cell myeloma, asymptomatic;
M-97323;Plasma cell myeloma, smoldering;
M-97353;Plasmablastic lymphoma;
M-97353;Plasmablastic lymphoma;
M-97343;Plasmacytoma, extramedullary;
M-97343;Plasmacytoma, extramedullary;
M-97343;Plasmacytoma, extramedullary;
M-97343;Plasmacytoma, extramedullary;
M-97343;Plasmacytoma, extramedullary;
M-97343;Plasmacytoma, extramedullary;
M-97343;Plasmacytoma, extramedullary;
M-97343;Plasmacytoma, extramedullary;
M-97343;Plasmacytoma, extramedullary;
M-97343;Plasmacytoma, extramedullary;
M-97343;Plasmacytoma, extramedullary;
M-97343;Plasmacytoma, extramedullary;
M-97343;Plasmacytoma, extramedullary;
M-97343;Plasmacytoma, extramedullary;
M-97343;Plasmacytoma, extramedullary;
M-97343;Plasmacytoma, extramedullary;
M-97343;Plasmacytoma, extramedullary;
M-97343;Plasmacytoma, extramedullary;
M-97343;Plasmacytoma, extramedullary;
M-97343;Plasmacytoma, extramedullary;
M-97343;Plasmacytoma, extramedullary;
M-97343;Plasmacytoma, extramedullary;
M-97343;Plasmacytoma, extramedullary;
M-97343;Plasmacytoma, extramedullary;
M-97343;Plasmacytoma, extramedullary;
M-97343;Plasmacytoma, extramedullary;
M-97343;Plasmacytoma, extramedullary;
M-97343;Plasmacytoma, extramedullary;
M-97343;Plasmacytoma, extraosseous;
M-89400;Pleomorphic adenoma;
M-89400;Pleomorphic adenoma;
M-89400;Pleomorphic adenoma;
M-89400;Pleomorphic adenoma;
M-89400;Pleomorphic adenoma;
M-89400;Pleomorphic adenoma;
M-89400;Pleomorphic adenoma;
M-89400;Pleomorphic adenoma;
M-89400;Pleomorphic adenoma;
M-89400;Pleomorphic adenoma;
M-89400;Pleomorphic adenoma;
M-89400;Pleomorphic adenoma;
M-89400;Pleomorphic adenoma;
M-89400;Pleomorphic adenoma;
M-89400;Pleomorphic adenoma;
M-89400;Pleomorphic adenoma;
M-89400;Pleomorphic adenoma;
M-89400;Pleomorphic adenoma;
M-80223;Pleomorphic carcinoma;
M-88320;Pleomorphic fibroma;
M-88021;Pleomorphic hyalinizing angiectatic tumour (PHAT);
M-88543;Pleomorphic liposarcoma;
M-88543;Pleomorphic liposarcoma;
M-85203;Pleomorphic lobular carcinoma;
M-85192;Pleomorphic lobular carcinoma in situ;
M-89013;Pleomorphic rhabdomyosarcoma;
M-94243;Pleomorphic xanthoastrocytoma, anaplastic;
M-94243;Pleomorphic xanthoastrocytoma, anaplastic;
M-94243;Pleomorphic xanthoastrocytoma, anaplastic;
M-94243;Pleomorphic xanthoastrocytoma, anaplastic;
M-94243;Pleomorphic xanthoastrocytoma, anaplastic;
M-94243;Pleomorphic xanthoastrocytoma, anaplastic;
M-94243;Pleomorphic xanthoastrocytoma, anaplastic;
M-94243;Pleomorphic xanthoastrocytoma, anaplastic;
M-94243;Pleomorphic xanthoastrocytoma, anaplastic;
M-94243;Pleomorphic xanthoastrocytoma, anaplastic;
M-94243;Pleomorphic xanthoastrocytoma, anaplastic;
M-94243;Pleomorphic xanthoastrocytoma, anaplastic;
M-94243;Pleomorphic xanthoastrocytoma, anaplastic;
M-94243;Pleomorphic xanthoastrocytoma, anaplastic;
M-94243;Pleomorphic xanthoastrocytoma, anaplastic;
M-94243;Pleomorphic xanthoastrocytoma, anaplastic;
M-94243;Pleomorphic xanthoastrocytoma, anaplastic;
M-94243;Pleomorphic xanthoastrocytoma, anaplastic;
M-94243;Pleomorphic xanthoastrocytoma, NOS;
M-88570;Pleomorphic/Spindle cell lipoma;
M-89733;Pleuropulmonary blastoma;
M-88351;Plexiform fibrohistiocytic tumour;
M-88110;Plexiform fibromyxoma (myxofibroma);
M-95500;Plexiform neurofibroma;
M-95500;Plexiform neuroma;
M-95600;Plexiform schwannoma;
M-88320;Pneumocytoma;
M-99503;Polycythaemia vera (PV);
M-90723;Polyembryoma;
M-85253;Polymorphous carcinoma;
M-85253;Polymorphous carcinoma;
M-85253;Polymorphous carcinoma;
M-85253;Polymorphous carcinoma;
M-85253;Polymorphous carcinoma;
M-85253;Polymorphous carcinoma;
M-85253;Polymorphous low-grade adenocarcinoma;
M-85253;Polymorphous low-grade adenocarcinoma;
M-85253;Polymorphous low-grade adenocarcinoma;
M-85253;Polymorphous low-grade adenocarcinoma;
M-85253;Polymorphous low-grade adenocarcinoma;
M-82100;Polyp, adenomatous / tubular adenoma;
M-76800;Polyp, endocervical;
M-76810;Polyp, fibro-epithelial;
M-72042;Polyp, hyperplastic / metaplastic;
M-76820;Polyp, inflammatory;
M-75662;Polyp, juvenile;
M-76800;Polyp, NOS;
M-75660;Polyp, Peutz-Jeghers;
M-85600;Polyp, tubulosquamous;
M-82210;Polyposis coli;
M-84903;Poorly cohesive adenocarcinoma (including signet ring cell carcinoma and other variants);
M-84093;Porocarcinoma;
M-84093;Porocarcinoma;
M-84093;Porocarcinoma;
M-84093;Porocarcinoma;
M-84093;Porocarcinoma;
M-84090;Poroma;
M-09402;Positive resection margin of a Benign tumour;
M-09402;Positive resection margin of a Malignant tumour;
M-99711;Post-transplant lymphoproliferative disorder (PTLD), NOS;
M-99711;Post-transplant lymphoproliferative disorder (PTLD), NOS;
M-99711;Post-transplant lymphoproliferative disorder (PTLD), NOS;
M-99711;Post-transplant lymphoproliferative disorder (PTLD), NOS;
M-99711;Post-transplant lymphoproliferative disorder (PTLD), NOS;
M-99711;Post-transplant lymphoproliferative disorder (PTLD), NOS;
M-99711;Post-transplant lymphoproliferative disorder (PTLD), NOS;
M-99711;Post-transplant lymphoproliferative disorder (PTLD), NOS;
M-99711;Post-transplant lymphoproliferative disorder (PTLD), NOS;
M-99711;Post-transplant lymphoproliferative disorder (PTLD), NOS;
M-99711;Post-transplant lymphoproliferative disorder (PTLD), NOS;
M-99711;Post-transplant lymphoproliferative disorder (PTLD), NOS;
M-99713;Post-transplant lymphoproliferative disorder (PTLD), polymorphic;
M-99713;Post-transplant lymphoproliferative disorder (PTLD), polymorphic;
M-99713;Post-transplant lymphoproliferative disorder (PTLD), polymorphic;
M-99713;Post-transplant lymphoproliferative disorder (PTLD), polymorphic;
M-99713;Post-transplant lymphoproliferative disorder (PTLD), polymorphic;
M-99713;Post-transplant lymphoproliferative disorder (PTLD), polymorphic;
M-99713;Post-transplant lymphoproliferative disorder (PTLD), polymorphic;
M-99713;Post-transplant lymphoproliferative disorder (PTLD), polymorphic;
M-99713;Post-transplant lymphoproliferative disorder (PTLD), polymorphic;
M-93643;PPNET (Primitive neuroectodermal tumour, peripheral);
M-93643;PPNET (Primitive neuroectodermal tumour, peripheral);
M-93643;PPNET (Primitive neuroectodermal tumour, peripheral);
M-93643;PPNET (Primitive neuroectodermal tumour, peripheral);
M-93643;PPNET (Primitive neuroectodermal tumour, peripheral);
M-93643;PPNET (Primitive neuroectodermal tumour, peripheral);
M-93643;PPNET (Primitive neuroectodermal tumour, peripheral);
M-93643;PPNET (Primitive neuroectodermal tumour, peripheral);
M-93643;PPNET (Primitive neuroectodermal tumour, peripheral);
M-93643;PPNET (Primitive neuroectodermal tumour, peripheral);
M-93643;PPNET (Primitive neuroectodermal tumour, peripheral);
M-93643;PPNET (Primitive neuroectodermal tumour, peripheral);
M-93643;PPNET (Primitive neuroectodermal tumour, peripheral);
M-93643;PPNET (Primitive neuroectodermal tumour, peripheral);
M-93643;PPNET (Primitive neuroectodermal tumour, peripheral);
M-93643;PPNET (Primitive neuroectodermal tumour, peripheral);
M-93643;PPNET (Primitive neuroectodermal tumour, peripheral);
M-93643;PPNET (Primitive neuroectodermal tumour, peripheral);
M-93643;PPNET (Primitive neuroectodermal tumour, peripheral);
M-93643;PPNET (Primitive neuroectodermal tumour, peripheral);
M-93643;PPNET (Primitive neuroectodermal tumour, peripheral);
M-93643;PPNET (Primitive neuroectodermal tumour, peripheral);
M-93643;PPNET (Primitive neuroectodermal tumour, peripheral);
M-93643;PPNET (Primitive neuroectodermal tumour, peripheral);
M-98113;Precursor B-lymphoblastic leukaemia/lymphoma;
M-98353;Precursor cell lymphoblastic lymphoma, NOS;
M-98353;Precursor cell lymphoblastic lymphoma, NOS;
M-98353;Precursor cell lymphoblastic lymphoma, NOS;
M-98353;Precursor cell lymphoblastic lymphoma, NOS;
M-98353;Precursor cell lymphoblastic lymphoma, NOS;
M-98353;Precursor cell lymphoblastic lymphoma, NOS;
M-98353;Precursor cell lymphoblastic lymphoma, NOS;
M-98353;Precursor cell lymphoblastic lymphoma, NOS;
M-98353;Precursor cell lymphoblastic lymphoma, NOS;
M-98353;Precursor cell lymphoblastic lymphoma, NOS;
M-98353;Precursor cell lymphoblastic lymphoma, NOS;
M-98353;Precursor cell lymphoblastic lymphoma, NOS;
M-98353;Precursor cell lymphoblastic lymphoma, NOS;
M-98353;Precursor cell lymphoblastic lymphoma, NOS;
M-98353;Precursor cell lymphoblastic lymphoma, NOS;
M-98353;Precursor cell lymphoblastic lymphoma, NOS;
M-98353;Precursor cell lymphoblastic lymphoma, NOS;
M-98353;Precursor cell lymphoblastic lymphoma, NOS;
M-98373;Precursor T-lymphoblastic leukaemia/lymphoma;
M-97691;Primary amyloidosis;
M-97183;Primary cutaneous anaplastic large cell lymphoma (C-ALCL);
M-97183;Primary cutaneous CD30+ T-cell lymphoproliferative disorder, ALK-;
M-97093;Primary cutaneous CD4 positive small/medium T-cell lymphoma;
M-97093;Primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell lymphoma;
M-96803;Primary cutaneous DLBCL, leg type;
M-95973;Primary cutaneous follicle centre lymphoma;
M-95973;Primary cutaneous follicle centre lymphoma;
M-95973;Primary cutaneous follicle centre lymphoma;
M-95973;Primary cutaneous follicle centre lymphoma;
M-95973;Primary cutaneous follicle centre lymphoma;
M-95973;Primary cutaneous follicle centre lymphoma;
M-95973;Primary cutaneous follicle centre lymphoma;
M-95973;Primary cutaneous follicle centre lymphoma;
M-95973;Primary cutaneous follicle centre lymphoma;
M-97093;Primary cutaneous T-cell lymphoma, NOS;
M-97263;Primary cutaneous γδ T-cell lymphoma;
M-96783;Primary effusion lymphoma;
M-96783;Primary effusion lymphoma;
M-96783;Primary effusion lymphoma;
M-96783;Primary effusion lymphoma;
M-96783;Primary effusion lymphoma;
M-96783;Primary effusion lymphoma;
M-96783;Primary effusion lymphoma;
M-96783;Primary effusion lymphoma;
M-96783;Primary effusion lymphoma;
M-96783;Primary effusion lymphoma;
M-96783;Primary effusion lymphoma;
M-96783;Primary effusion lymphoma;
M-96783;Primary effusion lymphoma;
M-96783;Primary effusion lymphoma;
M-96783;Primary effusion lymphoma;
M-96783;Primary effusion lymphoma;
M-96783;Primary effusion lymphoma;
M-96783;Primary effusion lymphoma;
M-92703;Primary intraosseous squamous cell carcinoma;
M-96793;Primary mediastinal large B-cell lymphoma (PMLBCL);
M-99613;Primary myelofibrosis;
M-96793;Primary thymic large B-cell lymphoma;
M-94733;Primitive neuroectodermal tumour (central) (CPNET);
M-93643;Primitive neuroectodermal tumour, peripheral (PPNET);
M-93643;Primitive neuroectodermal tumour, peripheral (PPNET);
M-93643;Primitive neuroectodermal tumour, peripheral (PPNET);
M-93643;Primitive neuroectodermal tumour, peripheral (PPNET);
M-93643;Primitive neuroectodermal tumour, peripheral (PPNET);
M-93643;Primitive neuroectodermal tumour, peripheral (PPNET);
M-93643;Primitive neuroectodermal tumour, peripheral (PPNET);
M-93643;Primitive neuroectodermal tumour, peripheral (PPNET);
M-93643;Primitive neuroectodermal tumour, peripheral (PPNET);
M-93643;Primitive neuroectodermal tumour, peripheral (PPNET);
M-93643;Primitive neuroectodermal tumour, peripheral (PPNET);
M-93643;Primitive neuroectodermal tumour, peripheral (PPNET);
M-93643;Primitive neuroectodermal tumour, peripheral (PPNET);
M-93643;Primitive neuroectodermal tumour, peripheral (PPNET);
M-93643;Primitive neuroectodermal tumour, peripheral (PPNET);
M-93643;Primitive neuroectodermal tumour, peripheral (PPNET);
M-91700;Progressive lymphangioma;
M-82710;Prolactin producing adenoma;
M-81030;Proliferating trichilemmal tumour;
M-88280;Proliferative fasciitis;
M-88280;Proliferative myositis;
M-87621;Proliferative nodules in congenital melanocytic naevi;
M-98323;Prolymphocytic leukaemia, NOS;
M-81482;Prostatic intraepithelial glandular neoplasia, High grade (PIN 2, PIN 3, HGPIN);
M-81480;Prostatic intraepithelial glandular neoplasia, Low grade (PIN 1, LGPIN);
M-95330;Psammomatous meningioma;
M-95330;Psammomatous meningioma;
M-72000;Pseudoangiomatous stromal hyperplasia;
M-80753;Pseudoglandular squamous cell carcinoma;
M-80753;Pseudovascular squamous cell carcinoma;
M-91373;Pulmonary artery (intimal) sarcoma;
M-89723;Pulmonary blastoma;
M-75500;Pulmonary hamartoma;
M-88423;Pulmonary myxoid sarcoma with EWSR1-CREB1 translocation;
M-44020;Pyogenic granuloma;
M-80802;Queyrat's erythroplasia ;
M-78020;Radial scar / complex sclerosing lesion;
M-99833;RAEB (Refractory anaemia with excess blasts);
M-99823;RARS (Refractory anaemia with ring sideroblasts);
M-99803;Refractory anaemia;
M-99833;Refractory anaemia with excess blasts (RAEB);
M-99823;Refractory anaemia with ring sideroblasts (RARS);
M-99853;Refractory cytopenia with multilineage dysplasia;
M-99913;Refractory neutropenia;
M-99923;Refractory thrombocytopenia;
M-83163;Renal cell carcinoma, acquired cystic disease - associated renal cell carcinoma;
M-83173;Renal cell carcinoma, chromophobe;
M-83103;Renal cell carcinoma, clear cell;
M-83233;Renal cell carcinoma, clear cell papillary;
M-83113;Renal cell carcinoma, hereditary leiomyomatosis and renal cell carcinoma (HLRCC) - associated;
M-83113;Renal cell carcinoma, MiT family translocation;
M-83163;Renal cell carcinoma, multilocular cystic clear cell;
M-83123;Renal cell carcinoma, NOS;
M-82603;Renal cell carcinoma, papillary;
M-83233;Renal cell carcinoma, papillary clear cell;
M-83183;Renal cell carcinoma, sarcomatoid;
M-83163;Renal cell carcinoma, tubulocystic;
M-85103;Renal medullary carcinoma;
M-89660;Renomedullary interstitial cell tumour;
M-86331;Retiform Sertoli-Leydig cell tumour;
M-86341;Retiform Sertoli-Leydig cell tumour with heterologous elements;
M-95113;Retinoblastoma, differentiated;
M-95133;Retinoblastoma, diffuse;
M-95103;Retinoblastoma, NOS;
M-95141;Retinoblastoma, spontaneously regressed;
M-95123;Retinoblastoma, undifferentiated;
M-95100;Retinocytoma;
M-95383;Rhabdoid meningioma;
M-89633;Rhabdoid tumour, extra-renal;
M-89633;Rhabdoid tumour, Malignant;
M-89040;Rhabdomyoma, adult type;
M-89030;Rhabdomyoma, fetal type;
M-89050;Rhabdomyoma, genital type;
M-89000;Rhabdomyoma, NOS;
M-89213;Rhabdomyosarcoma with ganglionic differentiation;
M-89203;Rhabdomyosarcoma, alveolar (ARMS);
M-89103;Rhabdomyosarcoma, embryonal (ERMS);
M-89023;Rhabdomyosarcoma, mixed alveolar and embryonal;
M-89003;Rhabdomyosarcoma, NOS;
M-89013;Rhabdomyosarcoma, pleomorphic;
M-89123;Rhabdomyosarcoma, sclerosing;
M-89123;Rhabdomyosarcoma, spindle cell;
M-95091;Rosette-forming glioneuronal tumour;
M-88523;Round cell liposarcoma;
M-91853;Round cell osteosarcoma;
M-85003;Salivary duct carcinoma;
M-85003;Salivary duct carcinoma;
M-85003;Salivary duct carcinoma;
M-32710;Salpingitis isthmica nodosa;
M-95813;Sarcoma, alveolar soft-part;
M-92313;Sarcoma, chordoid;
M-90443;Sarcoma, clear cell;
M-90443;Sarcoma, clear cell;
M-90443;Sarcoma, clear cell;
M-90443;Sarcoma, clear cell (malignant melanoma) of soft tissue;
M-90443;Sarcoma, clear cell (malignant melanoma) of soft tissue;
M-90443;Sarcoma, clear cell (malignant melanoma) of soft tissue;
M-90443;Sarcoma, clear cell (malignant melanoma) of soft tissue;
M-90443;Sarcoma, clear cell (malignant melanoma) of soft tissue;
M-90443;Sarcoma, clear cell (malignant melanoma) of soft tissue;
M-90443;Sarcoma, clear cell (malignant melanoma) of soft tissue;
M-90443;Sarcoma, clear cell (malignant melanoma) of soft tissue;
M-90443;Sarcoma, clear cell (malignant melanoma) of soft tissue;
M-90443;Sarcoma, clear cell (malignant melanoma) of soft tissue;
M-90443;Sarcoma, clear cell (malignant melanoma) of soft tissue;
M-90443;Sarcoma, clear cell (malignant melanoma) of soft tissue;
M-90443;Sarcoma, clear cell (malignant melanoma) of soft tissue;
M-90443;Sarcoma, clear cell (malignant melanoma) of soft tissue;
M-90443;Sarcoma, clear cell (malignant melanoma) of soft tissue;
M-90443;Sarcoma, clear cell (malignant melanoma) of soft tissue;
M-90443;Sarcoma, clear cell (malignant melanoma) of soft tissue;
M-90443;Sarcoma, clear cell (malignant melanoma) of soft tissue;
M-90443;Sarcoma, clear cell (malignant melanoma) of soft tissue;
M-90443;Sarcoma, clear cell (malignant melanoma) of soft tissue;
M-90443;Sarcoma, clear cell (malignant melanoma) of soft tissue;
M-90443;Sarcoma, clear cell (malignant melanoma) of soft tissue;
M-89913;Sarcoma, embryonal (undifferentiated sarcoma);
M-88043;Sarcoma, epithelioid;
M-88043;Sarcoma, epithelioid;
M-88043;Sarcoma, epithelioid;
M-88043;Sarcoma, epithelioid;
M-88043;Sarcoma, epithelioid;
M-88043;Sarcoma, epithelioid;
M-88043;Sarcoma, epithelioid;
M-88043;Sarcoma, epithelioid;
M-88043;Sarcoma, epithelioid undifferentiated;
M-88043;Sarcoma, epithelioid undifferentiated;
M-92603;Sarcoma, Ewing of bone;
M-92603;Sarcoma, Ewing of bone;
M-93643;Sarcoma, Ewing, Extraskeletal;
M-93643;Sarcoma, Ewing, Extraskeletal;
M-93643;Sarcoma, Ewing, Extraskeletal;
M-88111;Sarcoma, fibroblastic myxoinflammatory;
M-88403;Sarcoma, fibromyxoid, Low-grade;
M-88403;Sarcoma, fibromyxoid, Low-grade;
M-88403;Sarcoma, fibromyxoid, Low-grade;
M-88403;Sarcoma, fibromyxoid, Low-grade;
M-88403;Sarcoma, fibromyxoid, Low-grade;
M-88403;Sarcoma, fibromyxoid, Low-grade;
M-88403;Sarcoma, fibromyxoid, Low-grade;
M-88403;Sarcoma, fibromyxoid, Low-grade;
M-88403;Sarcoma, fibromyxoid, Low-grade;
M-97553;Sarcoma, histiocytic;
M-91373;Sarcoma, intimal;
M-91373;Sarcoma, intimal;
M-91373;Sarcoma, intimal;
M-91373;Sarcoma, intimal;
M-91373;Sarcoma, intimal;
M-91373;Sarcoma, intimal;
M-91373;Sarcoma, intimal;
M-97563;Sarcoma, Langerhans cell;
M-97403;Sarcoma, mast cell;
M-88111;Sarcoma, myxoinflammatory fibroblastic;
M-88111;Sarcoma, myxoinflammatory fibroblastic;
M-88111;Sarcoma, myxoinflammatory fibroblastic;
M-88111;Sarcoma, myxoinflammatory fibroblastic;
M-88111;Sarcoma, myxoinflammatory fibroblastic;
M-88111;Sarcoma, myxoinflammatory fibroblastic;
M-88003;Sarcoma, NOS;
M-88023;Sarcoma, pleomorphic undifferentiated (except for bone);
M-91373;Sarcoma, pulmonary artery (intimal);
M-88423;Sarcoma, pulmonary myxoid with EWSR1-CREB1 translocation;
M-88053;Sarcoma, undifferentiated;
M-88043;Sarcoma, undifferentiated epithelioid;
M-88023;Sarcoma, undifferentiated pleomorphic (except for bone);
M-88033;Sarcoma, undifferentiated round cell;
M-88033;Sarcoma, undifferentiated round cell;
M-88013;Sarcoma, undifferentiated, spindle cell;
M-85723;Sarcomatoid adenocarcinoma;
M-80333;Sarcomatoid carcinoma;
M-90513;Sarcomatoid mesothelioma;
M-80743;Sarcomatoid squamous cell carcinoma;
M-78060;Scar tissue;
M-80823;Schmincke tumour;
M-81210;Schneiderian-type papilloma;
M-95600;Schwannoma, cellular;
M-95601;Schwannoma, melanotic;
M-95601;Schwannoma, melanotic;
M-95600;Schwannoma, NOS;
M-95600;Schwannoma, plexiform;
M-95600;Schwannoma, vestibular;
M-74200;Sclerosing adenosis;
M-88403;Sclerosing epithelioid fibrosarcoma (SEF);
M-88320;Sclerosing haemangioma;
M-88320;Sclerosing haemangioma;
M-88320;Sclerosing haemangioma;
M-89123;Sclerosing rhabdomyosarcoma;
M-86020;Sclerosing stromal tumour;
M-84073;Sclerosing sweet duct carcinoma;
M-88230;Sclerotic fibroma;
M-84100;Sebaceoma;
M-84100;Sebaceous adenoma;
M-84103;Sebaceous carcinoma;
M-84103;Sebaceous lymphadenocarcinoma;
M-84100;Sebaceous lymphadenoma;
M-72750;Seborrhoeic (senile) wart;
M-72750;Seborrhoeic keratosis;
M-85023;Secretory carcinoma;
M-95300;Secretory meningioma;
M-09400;Section margin negative (benign tumour);
M-09402;Section margin positive (benign tumour);
M-90623;Seminoma with high mitotic rate;
M-90613;Seminoma with syncytiotrophoblastic cells;
M-90623;Seminoma, anaplastic;
M-90613;Seminoma, NOS;
M-90633;Seminoma, spermatocytic;
M-90140;Seromucinous adenofibroma;
M-84741;Seromucinous borderline tumour;
M-84743;Seromucinous carcinoma;
M-84740;Seromucinous cystadenoma;
M-84741;Seromucinous tumour, atypical proliferative;
M-84741;Seromucinous tumour, borderline;
M-84603;Serous (cyst)adenocarcinoma of ovary;
M-84603;Serous (cyst)adenocarcinoma of ovary, papillary;
M-90140;Serous adenofibroma;
M-84421;Serous borderline tumour;
M-84602;Serous borderline tumour - micropapillary variant;
M-84413;Serous carcinoma;
M-84613;Serous carcinoma, high-grade;
M-84603;Serous carcinoma, low-grade;
M-84413;Serous carcinoma, papillary;
M-84413;Serous cystadenocarcinoma;
M-90140;Serous cystadenofibroma;
M-84410;Serous cystadenoma;
M-84412;Serous endometrial intraepithelial carcinoma (EIC);
M-84610;Serous surface papilloma;
M-84412;Serous tubal intraepithelial carcinoma (STIC);
M-84421;Serous tumour, atypical proliferative;
M-84421;Serous tumour, Borderline;
M-84421;Serous tumour, Borderline;
M-84602;Serous tumour, Borderline - micropapillary variant;
M-84602;Serous tumour, Borderline - micropapillary variant;
M-82133;Serrated adenocarcinoma;
M-82130;Serrated adenoma;
M-82130;Serrated adenoma;
M-82130;Serrated adenoma;
M-86431;Sertoli cel neoplasia, intratubular large cell hyalinizing;
M-86421;Sertoli cell tumour, large cell calcifying;
M-86410;Sertoli cell tumour, lipid rich variant;
M-86403;Sertoli cell tumour, Malignant;
M-86401;Sertoli cell tumour, NOS;
M-86311;Sertoli-Leydig cell tumour, moderately differentiated;
M-86341;Sertoli-Leydig cell tumour, moderately differentiated with heterologous elements;
M-86331;Sertoli-Leydig cell tumour, retiform;
M-86341;Sertoli-Leydig cell tumour, retiform with heterologous elements;
M-86310;Sertoli-Leydig cell tumour, well differentiated;
M-86231;Sex cord tumour with annular tubules;
M-85911;Sex cord-gonadal stromal tumour, incompletely differentiated;
M-85921;Sex cord-gonadal stromal tumour, mixed form;
M-85901;Sex cord-gonadal stromal tumour, NOS;
M-85911;Sex cord-gonadal stromal tumour, unclassified;
M-97013;Sézary syndrome;
M-89741;Sialoblastoma;
M-89741;Sialoblastoma;
M-89741;Sialoblastoma;
M-89741;Sialoblastoma;
M-89741;Sialoblastoma;
M-84903;Signet ring cell adenocarcinoma;
M-85900;Signet-ring stromal tumour;
M-85900;Signet-ring stromal tumour;
M-85900;Signet-ring stromal tumour;
M-90803;Sinonasal teratocarcinosarcoma;
M-80203;Sinonasal undifferentiated carcinoma;
M-80203;Sinonasal undifferentiated carcinoma;
M-80203;Sinonasal undifferentiated carcinoma;
M-80203;Sinonasal undifferentiated carcinoma;
M-80203;Sinonasal undifferentiated carcinoma;
M-80203;Sinonasal undifferentiated carcinoma;
M-80203;Sinonasal undifferentiated carcinoma;
M-80203;Sinonasal undifferentiated carcinoma;
M-80203;Sinonasal undifferentiated carcinoma;
M-80203;Sinonasal undifferentiated carcinoma;
M-80203;Sinonasal undifferentiated carcinoma;
M-80203;Sinonasal undifferentiated carcinoma;
M-90713;Sinonasal yolk sac tumour (endodermal sinus tumour);
M-91200;Sinusoidal haemangioma;
M-92603;Skeletal Ewing sarcoma;
M-80413;Small cell (neuro)endocrine carcinoma (small cell NEC);
M-80413;Small cell (neuro)endocrine carcinoma (small cell NEC);
M-80413;Small cell (neuro)endocrine carcinoma (small cell NEC);
M-80443;Small cell carcinoma, hypercalcaemic type;
M-80443;Small cell carcinoma, hypercalcaemic type;
M-80413;Small cell NET/NEC;
M-91853;Small cell osteosarcoma;
M-98233;Small lymphocytic lymphoma (SLL);
M-98233;Small lymphocytic lymphoma (SLL);
M-97323;Smoldering plasma cell myeloma;
M-88971;Smooth muscle tumour of uncertain malignant potential;
M-92200;Soft tissue chondroma;
M-92200;Soft tissue chondroma;
M-72160;Solar (actinic) lentigo;
M-72850;Solar keratosis;
M-82303;Solid adenocarcinoma (with mucin production);
M-82303;Solid ductal adenocarcinoma;
M-85203;Solid lobular carcinoma;
M-85092;Solid papillary carcinoma in situ;
M-85093;Solid papillary carcinoma invasive;
M-84521;Solid pseudopapillary neoplasm of ovary;
M-84523;Solid pseudopapillary neoplasm of pancreas;
M-33402;Solitary bone cyst;
M-95700;Solitary circumscribed neuroma;
M-88241;Solitary cutaneous myofibroma;
M-88150;Solitary fibrous tumour, Benign;
M-88151;Solitary fibrous tumour, Borderline;
M-88153;Solitary fibrous tumour, Malignant;
M-88150;Solitary fibrous tumour, NOS;
M-97313;Solitary plasmacytoma of bone;
M-81563;Somatostatin-producing NET (somatostatinoma);
M-81563;Somatostatin-producing NET (somatostatinoma);
M-81563;Somatostatin-producing NET (somatostatinoma);
M-81563;Somatostatin-producing NET (somatostatinoma);
M-81563;Somatostatin-producing NET (somatostatinoma);
M-81563;Somatostatin-producing NET (somatostatinoma);
M-81563;Somatostatin-producing NET (somatostatinoma);
M-81563;Somatostatin-producing NET (somatostatinoma);
M-81563;Somatostatin-producing NET (somatostatinoma);
M-81563;Somatostatin-producing NET (somatostatinoma);
M-90633;Spermatocytic seminoma;
M-90633;Spermatocytic tumour;
M-80323;Spindle cell carcinoma;
M-80323;Spindle cell carcinoma;
M-91360;Spindle cell haemangioma;
M-87733;Spindle cell melanoma of uvea, type A;
M-87743;Spindle cell melanoma of uvea, type B;
M-87723;Spindle cell melanoma, NOS;
M-87723;Spindle cell melanoma, NOS;
M-82900;Spindle cell oncocytoma of the adenohypophysis;
M-89123;Spindle cell rhabdomyosarcoma;
M-80743;Spindle cell squamous cell carcinoma;
